Category,Name,ASIN,Date,Qty,Price($),Link Type,Indirect Sales,Device Type Group
Home Improvement,"Smart LED Strip Lights Works with Apple HomeKit, 32.8ft WiFi RGB Strip, Compatible with Siri, Alexa&Google and SmartThings, App Control, Color Changin",B08V57NDJQ,20/08/2022 13:12,1,29.99,Short Mobile link creation,ndi,PHONE
Home,King Size Sheet Set - Breathable & Cooling - Hotel Luxury Bed Sheets - Extra Soft - Deep Pockets - Easy Fit - 4 Piece Set - Wrinkle Free - Comfy – Lav,B07PH1KCXG,20/08/2022 13:12,1,20.99,Short Mobile link creation,di,PHONE
Home,"Deconovo Blackout Curtains Back Tab and Rod Pocket, Thermal Insulated Room Darkening Curtains for Living Room, 52x108 Inch, Light Beige, 2 Panels",B07RSV8RSV,20/08/2022 13:12,4,49.99,Short Mobile link creation,di,PHONE
"Patio, Lawn & Garden","The Filter Pro Beige Coarse Filter Media, 1.25"" Thick, 28"" x 240"" Roll, Perfect for Aquariums, Ponds or Water Gardens, Made in USA",B081D5L5Z9,20/08/2022 13:06,1,149.99,Short Mobile link creation,ndi,PHONE
Home,Dreaming Casa Solid Sheer Curtains Draperies White Rod Pocket 2 Panels 52" W x 96" L,B06XGYY1VS,20/08/2022 12:55,1,14.39,Short Mobile link creation,ndi,PHONE
Home,Tepaler 4pcs Artificial Eucalyptus Leaves Stems 34.2’’ Long Dried Silver Dollar Eucalyptus Faux Fake Foliage Plants Greenery Branches Bushes for Home ,B09FL3S21V,20/08/2022 12:51,1,13.59,Influencer Page,ndi,PHONE
Home,6 Pcs Artificial Eucalyptus Stems Fall Leaf Spray in Burgundy Red Silk Eucalyptus Leaves Fall Decorations Artificial Plants for Floral Arrangement,B098SWQB55,20/08/2022 12:51,1,22.99,Influencer Page,ndi,PHONE
Home,"Collection of 5 Assorted Size Harvest Off White Artificial Pumpkins for Halloween, Fall and Thanksgiving Decorating",B07GSGBCZZ,20/08/2022 12:51,1,21.09,Influencer Page,ndi,PHONE
Home,"Package of 6 Fall Artificial Assorted Harvest Off White Pumpkins for Halloween, Fall and Thanksgiving Decorating",B01KGCGQA4,20/08/2022 12:51,1,27.85,Influencer Page,ndi,PHONE
Kitchen & Dining,"Creative Co-Op Square Crochet Cotton Leather Loop, Set of 3 Colors Pot Holder, Multicolored",B09BDBW6VW,20/08/2022 12:46,1,22.24,Influencer Page,ndi,PHONE
Kitchen & Dining,"Salt and pepper grinder set, stainless steel manual pepper grinder, adjustable thickness, suitable for kitchen, barbecue, picnic, 2 packs",B094FXKKNL,20/08/2022 12:46,1,24.29,Influencer Page,ndi,PHONE
Home,"Bloomingville Stoneware Cork Stopper, Reactive Glaze Oil Cruet, 5"" L x 3"" W x 6"" H, Greige",B09TLH22P1,20/08/2022 12:46,1,21.14,Influencer Page,ndi,PHONE
Home,"Deconovo Solid Room Darkening Blackout Curtains, Rod Pocket and Back Tab Blackout Curtains for Living Room, 42x95 Inch, Light Beige, 2 Panels",B08DTN7YF2,20/08/2022 12:25,2,32.99,Short Mobile link creation,di,PHONE
Baby & Nursery,"OXO Tot Perch Booster Seat with Straps, Gray",B019FZ0R76,20/08/2022 12:23,1,41.99,Short Mobile link creation,ndi,PHONE
Furniture,"Loloi II Layla Collection LAY-06 Taupe / Stone, Traditional 3'-6"" x 5'-6"" Accent Rug",B07K1NBLQH,20/08/2022 12:15,1,47.33,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,20/08/2022 12:04,1,11.88,Short Mobile link creation,di,PHONE
Home,"Sunlit Vintage Picture Frame 8x10 Inch, Oval Antique Photo Frames with Glass Front, Luxury Photo Display, Tabletop Wall Hanging, Gift Ideas, Golden Ro",B08P5MS5Q2,20/08/2022 11:55,1,25.99,Influencer Page,ndi,PHONE
Automotive,Smyfob Lexus Key fob Cover Lexus Key Chain Leather Lanyard for car Key Lexus car Accessories Lexus Accessories Key Shell case Holder for ES250 ES300h ,B099FLXG6G,20/08/2022 11:07,1,19.99,Influencer Page,ndi,PHONE
Home,"Bedsure Olive Green Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches an",B089SMXB5Q,20/08/2022 09:56,1,28.79,Short Mobile link creation,di,PHONE
Home,"Bedsure White Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches and 2 Pi",B07PCRFVT3,20/08/2022 08:09,1,25.39,Short Mobile link creation,di,PHONE
Home,"Utopia Bedding Comforter Duvet Insert - Quilted Comforter with Corner Tabs - Box Stitched Down Alternative Comforter (King, White)",B01DE29JW0,20/08/2022 08:09,1,38.99,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,"Pink Stork Pregnancy Flakes: Bath Salts with Pure Magnesium (Unscented), Alleviates Pregnancy Aches & Pains, Morning Sickness Relief, Women-Owned, 2 l",B00SP89RMG,20/08/2022 08:03,1,16.99,Short Mobile link creation,ndi,PHONE
Home,"Bedsure Olive Green Duvet Cover Full Size - Washed Duvet Cover, Soft Full Size Duvet Cover 3 Pieces with Zipper Closure, 1 Duvet Cover 80x90 inches an",B08F9SD3Q1,20/08/2022 07:59,1,24.59,Short Mobile link creation,di,PHONE
Home,"Vintage Farmhouse Wall Decor - Flower Portrait Neutral Wall Art for Boho French Country Kitchen, Bathroom, Bedroom Picture Poster Print, Green Room De",B09Y435GLR,20/08/2022 07:04,1,17.98,Influencer Page,ndi,PHONE
Home,"Creative Co-Op DF2615 29"" H Thyme Topiary in Pot Faux Botanicals, Green",B084LLN2N3,20/08/2022 07:04,1,39.09,Influencer Page,ndi,PHONE
Home,"Kamang Artificial Poppy Silk Flowers (3 Stems) for Home Decor, Wedding Bouquet. Faux Poppy Flower Centerpiece. Artificial Plants Coral Flower Arrangem",B08HD9H31D,20/08/2022 07:04,1,21.99,Influencer Page,ndi,PHONE
Home,"Beckham Hotel Collection Bed Pillows for Sleeping - Queen Size, Set of 2 - Cooling, Luxury Gel Pillow for Back, Stomach or Side Sleepers",B01LYNW421,20/08/2022 07:00,1,44.99,Short Mobile link creation,di,PHONE
Home,"Bedsure Charcoal Grey Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches ",B085ZX6XDF,20/08/2022 06:59,1,29.51,Short Mobile link creation,di,PHONE
"Shoes, Handbags, Wallets, Sunglasses",Fur Mules for Women Leather Low Heel Loafers Pointed Toe Rabbit Furny Mule Flats Backless Slides,B0932WM8QY,20/08/2022 06:37,1,52.89,Short Mobile link creation,di,PHONE
Softlines Private Label,"Amazon Essentials Women's Flat Banded Sandal, Camel, 9.5",B09L8DC8G5,20/08/2022 06:32,1,18.5,Influencer Page,ndi,PHONE
Office & School Supplies,"Elmer's All Purpose School Glue Sticks, Washable, 7 Gram, 30 Count",B0013CDGT6,20/08/2022 04:46,1,8.27,Short Mobile link creation,ndi,PHONE
Grocery & Gourmet Food,Dubble Bubble Gum 1.5 Lbs Original Flavor Individually Wrapped,B074MHMBQ9,20/08/2022 04:46,1,8.85,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"14 Pcs Silicone Cooking Utensils Kitchen Utensil Set - 446°F Heat Resistant,Turner Tongs, Spatula, Spoon, Brush, Whisk, Wooden Handle Kitchen Gadgets ",B07TTP2SP6,20/08/2022 03:40,1,27.99,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe ",B07R3C17H2,20/08/2022 00:23,1,24.99,Short Mobile link creation,ndi,PHONE
Home,Deconovo Back Tab and Rod Pocket Curtains Blackout Curtains Thermal Insulated Room Darkening Curtains for Bedroom 52x95 Inch Platinum 2 Panels,B0146HXMDO,19/08/2022 22:44,2,25.83,Short Mobile link creation,di,DESKTOP
Home,"Bedsure Olive Green Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches an",B089SMXB5Q,19/08/2022 22:32,1,28.79,Short Mobile link creation,di,PHONE
Home,"Deconovo Pure White Semi 50% Light Blocking Curtains for Living Room, Back Tab and Rod Pocket Room Darkening Curtain, 52x84 Inch, 2 Panels",B0837ND33K,19/08/2022 21:39,2,26.51,Short Mobile link creation,di,PHONE
Home,"Bedsure Light Pink Duvet Cover Full Size - Washed Duvet Cover, Soft Full Size Duvet Cover 3 Pieces with Zipper Closure, 1 Duvet Cover 80x90 inches and",B08CZSVYNK,19/08/2022 21:21,1,24.59,Short Mobile link creation,di,PHONE
Home,"Bedsure White Duvet Cover Full Size - Washed Duvet Cover, Soft Full Size Duvet Cover 3 Pieces with Zipper Closure, 1 Duvet Cover 80x90 inches and 2 Pi",B0861L1M53,19/08/2022 21:19,1,21.22,Short Mobile link creation,di,PHONE
Home,Deconovo Back Tab and Rod Pocket Solid Thermal Insulated Blackout Curtain and Drapes for Nursery Room 52W x 95L Inch Set of 2 Panels Light Beige,B01FADYG7O,19/08/2022 20:49,2,27.99,Short Mobile link creation,di,PHONE
Home,"Bedsure Light Pink Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches and",B085ZYD21F,19/08/2022 20:20,1,30.59,Short Mobile link creation,di,PHONE
Home,"Bedsure Grayish Blue Duvet Cover Full Size - Washed Duvet Cover, Soft Full Size Duvet Cover 3 Pieces with Zipper Closure, 1 Duvet Cover 80x90 inches a",B08CZ16YGB,19/08/2022 20:20,1,25.49,Short Mobile link creation,di,PHONE
Home,"Bedsure Twin Duvet Cover Grey - Washed Soft Duvet Cover Twin/Twin Extra Long, 2 Pieces with Zipper Closure, 1 Duvet Cover 68x90 inches and 1 Pillow Sh",B078J11TX7,19/08/2022 20:20,1,22.09,Short Mobile link creation,di,PHONE
Home,"Bedsure White Duvet Cover Full Size - Washed Duvet Cover, Soft Full Size Duvet Cover 3 Pieces with Zipper Closure, 1 Duvet Cover 80x90 inches and 2 Pi",B0861L1M53,19/08/2022 20:20,1,21.22,Short Mobile link creation,di,PHONE
Home,"Bedsure Grayish Blue Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches a",B07FNCYXCD,19/08/2022 20:04,1,29.51,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Salt and pepper grinder set, stainless steel manual pepper grinder, adjustable thickness, suitable for kitchen, barbecue, picnic, 2 packs",B094FXKKNL,19/08/2022 19:28,1,24.29,Influencer Page,ndi,PHONE
Home,"Bedsure Charcoal Grey Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches ",B085ZX6XDF,19/08/2022 19:19,1,29.51,Short Mobile link creation,di,PHONE
Home,Deconovo Back Tab and Rod Pocket Solid Thermal Insulated Blackout Curtain and Drapes for Nursery Room 52W x 95L Inch Set of 2 Panels Light Beige,B01FADYG7O,19/08/2022 18:45,2,27.99,Short Mobile link creation,di,PHONE
Books & Textbooks,Parachutes,62941097,19/08/2022 18:45,1,9.99,Short Mobile link creation,ndi,PHONE
Home,"Deconovo Solid Back Tab and Rod Pocket Curtains, Thermal Insulated Blackout Window Curtains for Kitchen, 52x54 Inch, Light Beige, 2 Panels",B07CWKWLGY,19/08/2022 18:38,1,16.31,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,19/08/2022 17:27,1,11.99,Short Mobile link creation,di,PHONE
Home,"Luxury Bamboo Drawer Organizer Storage Box, Bin Set - Multi-Use Drawer Organizer for Kitchen, Bathroom, Office Desk, Makeup, Jewelry (5 Boxes)",B088WCT93C,19/08/2022 17:24,1,25.47,Influencer Page,ndi,PHONE
Home,"Bedsure White Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches and 2 Pi",B07PCRFVT3,19/08/2022 16:15,2,25.39,Short Mobile link creation,di,PHONE
Home,"Bedsure White Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches and 2 Pi",B07PCRFVT3,19/08/2022 15:29,1,25.39,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Stackable Kitchen Canisters Set, Pack of 5 Clear Glass Food Storage Jars Containers with Airtight Bamboo Lid for Candy, Cookie, Rice, Sugar, Flour, Pa",B07XNMC4L4,19/08/2022 14:51,2,33.49,Short Mobile link creation,di,PHONE
Home,"Deconovo Blackout Curtains Back Tab and Rod Pocket, Thermal Insulated Room Darkening Curtains for Living Room, 52x108 Inch, Light Beige, 2 Panels",B07RSV8RSV,19/08/2022 14:42,6,31.94,Short Mobile link creation,di,PHONE
Home,"Deconovo Back Tab and Rod Pocket Blackout Curtains - (52W x 84L Inch, Set of 2 Panels, Light Beige) Solid Thermal Insulated Blackout Curtains for Livi",B01FADYEJY,19/08/2022 14:24,1,27.19,Short Mobile link creation,di,PHONE
Home,"Bedsure Khaki Duvet Covers Queen Size - Washed Duvet Cover, Soft Queen Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 90x90 inches and 2 ",B085ZYTGXS,19/08/2022 13:01,1,26.39,Short Mobile link creation,di,PHONE
Home,"Bloomingville Woven Cotton Tassels (3 Styles) Tea Towels, 28"" L x 18"" W x 0"" H, Multicolor",B09TG76KD1,19/08/2022 12:47,1,20.43,Influencer Page,ndi,PHONE
Home Improvement,addlon LED Outdoor String Lights 48FT with 2W Dimmable Edison Vintage Shatterproof Bulbs and Commercial Grade Weatherproof Strand - UL Listed Heavy-Du,B07QMKZWQF,19/08/2022 12:19,1,31.99,Short Mobile link creation,di,PHONE
Grocery & Gourmet Food,"Seedlip Grove 42 - Non-alcoholic Spirit | Calorie Free, Sugar Free | Spirits Alternative | Alcohol Free Cocktails | 23.7fl oz (700ml)…",B07HXR49YM,19/08/2022 12:18,1,31.99,Influencer Page,ndi,PHONE
Home,"Bedsure White Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches and 2 Pi",B07PCRFVT3,19/08/2022 11:58,1,25.39,Short Mobile link creation,di,PHONE
Home,"Bedsure Olive Green Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches an",B089SMXB5Q,19/08/2022 11:58,1,28.79,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Salt and pepper grinder set, stainless steel manual pepper grinder, adjustable thickness, suitable for kitchen, barbecue, picnic, 2 packs",B094FXKKNL,19/08/2022 11:54,1,26.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"Magnetic Measuring Spoons Set - Stainless Steel Measuring Spoons - Magnetic Measuring Spoon Set, Gold Measuring Spoons Magnetic, Cute Measuring Spoons",B07LDJ6CHM,19/08/2022 11:45,1,14.95,Influencer Page,ndi,PHONE
Grocery & Gourmet Food,"Planters Sweet & Salty Trail Mix with Roasted Peanuts (Raisins, Yogurt Raisins, M&M Peanut Candies, Cranberries & Roasted Almonds, 6 oz Bag)",B000SRM83W,19/08/2022 10:01,1,2.8,Short Mobile link creation,ndi,PHONE
Grocery & Gourmet Food,"Amazon Brand - Happy Belly Peanut Butter Plenty Trail Mix, 16 Ounce",B072K6SWP4,19/08/2022 10:01,1,5.13,Short Mobile link creation,ndi,PHONE
Amazon Fresh Products,Cantaloupe Melon,B000NSGULC,19/08/2022 10:01,1,2.5,Short Mobile link creation,ndi,PHONE
Amazon Fresh Products,"Dole Bananas, 2 lb Bag",B07ZLFPXHC,19/08/2022 10:01,1,1,Short Mobile link creation,ndi,PHONE
Amazon Fresh Products,Mini Seedless Watermelon,B002GIUGVM,19/08/2022 10:01,1,2.5,Short Mobile link creation,ndi,PHONE
Amazon Fresh Products,"Envy Apples, 2 lb Bag",B00WSU2M24,19/08/2022 10:01,1,2.22,Short Mobile link creation,ndi,PHONE
Home,"Bedsure White Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches and 2 Pi",B07PCRFVT3,19/08/2022 09:09,1,25.39,Short Mobile link creation,di,PHONE
Home,"Bedsure White Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches and 2 Pi",B07PCRFVT3,19/08/2022 08:52,1,25.39,Short Mobile link creation,di,PHONE
Home,Beebel 3.5Ft Artificial Branches Plants Eucalyptus Shrubs Greenery Stem Ficus Twig Fake Plastic Plant for Vase Bouquets Wedding Floral Arrangement Dec,B07QPZXBFF,19/08/2022 08:34,1,25.98,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Ziplock Bag Organizer, Kitchen Storage Wrap Dispenser with Cutter for Drawer, Bamboo, 2 in 1",B09X9YH914,19/08/2022 08:20,1,26.99,Influencer Page,ndi,DESKTOP
Home,"Bedsure White Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches and 2 Pi",B07PCRFVT3,19/08/2022 08:19,1,25.39,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Creative Co-Op Square Crochet Cotton Leather Loop, Set of 3 Colors Pot Holder, Multicolored",B09BDBW6VW,19/08/2022 08:05,1,22.24,Influencer Page,ndi,PHONE
Home,Creative Co-Op Square Cotton Knit Dish Cloths (Set of 2 Pieces),B07FQVLXR1,19/08/2022 08:05,1,11.26,Influencer Page,ndi,PHONE
Home,"Creative Co-Op Tan & Grey Striped Cotton Tea Towels (Set of 3 Pieces) Entertaining Textiles, Grey, 3 Count",B07VBNCH1B,19/08/2022 08:05,1,15.6,Influencer Page,ndi,PHONE
Home Improvement,Electro bp;47"W 4-Light Linear Kitchen Island Lighting Fixture Classic Chandeliers Matt Black with White Linen Shades 160W,B08GCXJ336,19/08/2022 08:04,1,129.99,Short Mobile link creation,di,PHONE
Home,"Bedsure White Duvet Cover King Size - Washed Duvet Cover, Soft King Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 104x90 inches and 2 Pi",B07PCRFVT3,19/08/2022 08:04,1,25.39,Short Mobile link creation,di,PHONE
Home,"Bedsure White Duvet Cover Queen Size - Washed Duvet Covers, Soft Queen Duvet Cover Set 3 Pieces with Zipper Closure, 1 Duvet Cover 90x90 inches and 2 ",B07PCQKTCN,19/08/2022 07:44,1,22.04,Short Mobile link creation,di,PHONE
Home Improvement,"3 Step Ladder Aluminum Lightweight Folding Step Stool Wide Anti-Slip Pedal 330 Lbs Capacity Household Office Portable Stepladder,Champagne Gold",B09Y5MYNK4,19/08/2022 07:31,1,68.39,Short Mobile link creation,di,PHONE
Kitchen & Dining,Lysenn Clear Glass Coffee Mug with Lid - Premium Classical Vertical Stripes Glass Tea Cup - for |Latte|Tea|Chocolate|Juice|Water| - Unleaded - Bamboo ,B088QM5RQY,19/08/2022 07:19,2,13.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"Salt and pepper grinder set, stainless steel manual pepper grinder, adjustable thickness, suitable for kitchen, barbecue, picnic, 2 packs",B094FXKKNL,19/08/2022 07:19,1,26.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,19/08/2022 07:19,1,39.98,Influencer Page,ndi,PHONE
Kitchen & Dining,"Magnetic Measuring Spoons Set - Stainless Steel Measuring Spoons - Magnetic Measuring Spoon Set, Gold Measuring Spoons Magnetic, Cute Measuring Spoons",B07LDJ6CHM,19/08/2022 07:19,1,14.95,Influencer Page,ndi,PHONE
Home,Houele 4Pcs Artificial Greenery Branches Faux Ficus Tree Twig Fake Long Stems Plants Vase Filler Home Office Shop Garden Party Banquet Wedding Decor 2,B09P8979KM,19/08/2022 07:19,1,17.99,Influencer Page,ndi,PHONE
Home,"Abstract Mountains Wall Art Prints, Minimalist Geometric Forest Trees Sun Canvas Wall Art (8""x10""x6pcs, Unframed), Mid Century Modern Art Print for Be",B099FDJZQJ,19/08/2022 07:09,1,14.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,19/08/2022 06:47,1,39.98,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,19/08/2022 06:37,1,9.99,Short Mobile link creation,di,PHONE
"Shoes, Handbags, Wallets, Sunglasses","SOJOS Classic Square Polarized Sunglasses Womens Mens Retro Trendy Shades UV400 Sunnies SJ2050, Black/Black",B078RK423S,19/08/2022 06:37,1,14.99,Short Mobile link creation,ndi,PHONE
Office & School Supplies,"DiverseBee Bible Highlighters and Pens No Bleed, 8 Pack Assorted Colors Gel Highlighters Set, Bible Markers No Bleed Through, Cute Bible Study Journal",B09335R779,19/08/2022 00:22,1,9.95,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,19/08/2022 00:15,1,11.99,Influencer Page,ndi,PHONE
Home,"Vintage Farmhouse Wall Decor - Tree Sketch Neutral Wall Art for Boho French Country Kitchen Bathroom Bedroom Picture Poster Print, Minimalist Black Wh",B09Y44W2W1,18/08/2022 22:58,1,16.98,Influencer Page,ndi,PHONE
Home,"AMACO Rub 'n Buff Wax Metallic Finish, Antique Gold, 0.5-Fluid Ounce",B00081HYDM,18/08/2022 19:38,1,7.89,Short Mobile link creation,ndi,PHONE
Home,"AMACO 76368H Rub 'n Buff Wax Metallic Finish, Spanish Copper, 0.5-Fluid Ounce",B0013KTZ6Q,18/08/2022 19:38,1,8.75,Short Mobile link creation,ndi,PHONE
Home,"AMACO Rub 'n Buff Wax Metallic Finish, European Gold, 0.5-Fluid Ounce",B00081HYFK,18/08/2022 19:38,1,8.26,Short Mobile link creation,ndi,PHONE
"Patio, Lawn & Garden",SpaGuard Spa Calcium Hardness Increaser - 12 Ounce,B007ZUD2IU,18/08/2022 19:36,1,8.95,Short Mobile link creation,ndi,PHONE
"Patio, Lawn & Garden",BioGuard 5 Way Test Strips,B07QBDHGZ4,18/08/2022 19:36,1,18,Short Mobile link creation,ndi,PHONE
"Patio, Lawn & Garden",SpaGuard Filter Cleaner (1 Qt),B006MHSD68,18/08/2022 19:36,1,24.99,Short Mobile link creation,ndi,PHONE
"Patio, Lawn & Garden",SpaGuard Spa Total Alkalinity - 2 Lb,B006MHSKZ2,18/08/2022 19:36,1,14.99,Short Mobile link creation,ndi,PHONE
"Patio, Lawn & Garden",Silk Balance - 38oz,B00QELNIBC,18/08/2022 19:36,1,99.99,Short Mobile link creation,ndi,PHONE
Health & Household,SpaGuard pH Increaser 1.12lb,B01BF8DYKI,18/08/2022 19:36,1,12.89,Short Mobile link creation,ndi,PHONE
Home,"Muzilife 11 pcs Collage Picture Frame 3pcs 8x10, 8pcs 5x7 Display Photograph and Wall Decor Photo Frames for Gallery Dining Room Bedroom and Living Ro",B07NNDKX84,18/08/2022 19:15,1,34.99,Influencer Page,ndi,PHONE
Handmade,Vintage Farmhouse Wall Decor - Nature Deer Flower Neutral Wall Art for Boho French Country Kitchen Bathroom Bedroom Picture Poster Print Green Room De,B09Y43FNFX,18/08/2022 19:15,1,16.98,Influencer Page,ndi,PHONE
Home,"Muzilife 11 pcs Collage Picture Frame 3pcs 8x10, 8pcs 5x7 Display Photograph and Wall Décor Photo Frames for Gallery Dining Room Bedroom and Living Ro",B07PXRZWRX,18/08/2022 18:27,1,34.99,Influencer Page,ndi,PHONE
Handmade,Vintage Botanical Wall Art Decor - Farmhouse Wall Decor for Bedroom Living Room Bathroom - Flower Poster Floral Pictures Plant Wall Prints for Kitchen,B09VX31NBW,18/08/2022 18:27,1,15.98,Influencer Page,ndi,PHONE
Baby & Nursery,"Folding Travel Potty Seat for Toddlers, Fits Round & Oval Toilets, Non-Slip Suction Cups, Includes Free Travel Bag - Jool Baby",B07XYCDZR9,18/08/2022 17:17,1,14.99,Short Mobile link creation,ndi,PHONE
Home,"Vintage Farmhouse Wall Decor - Flower Portrait Neutral Wall Art for Boho French Country Kitchen, Bathroom, Bedroom Picture Poster Print, Green Room De",B09Y435GLR,18/08/2022 15:00,1,17.98,Influencer Page,ndi,PHONE
Books & Textbooks,The Miraculous Journey of Edward Tulane,763680907,18/08/2022 14:42,1,6.78,Short Mobile link creation,ndi,PHONE
Health & Household,"Mask Extender Strap,Ear Savers for Masks,Mask Extenders/Ear Savers,Masks Extension Hook Adjustable for Extending Masks Buckle Ear Protectors,Mask Stra",B08LYJ1Q2R,18/08/2022 14:42,1,9.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Neineiwu Women's Long Sleeve Tunic Tops V-Neck Casual Blouse T-Shirt (Pink M),B08DKHHN3L,18/08/2022 12:52,1,12.99,Influencer Page,ndi,PHONE
Pet Food & Supplies,"Orthopedic Dog Bed, Bolster Couch Dog Bed for Large Dogs, Removable Washable Cover Pet Bed, Foam Nonskid Dog Mat (Medium(28''*23''), Grey)",B0987F3XYZ,18/08/2022 11:45,1,45.99,Short Mobile link creation,di,PHONE
Home Improvement,"3 Step Ladder Aluminum Lightweight Folding Step Stool Wide Anti-Slip Pedal 330 Lbs Capacity Household Office Portable Stepladder,Champagne Gold",B09Y5MYNK4,18/08/2022 10:33,1,68.39,Short Mobile link creation,di,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Teal",B08NCPJSTX,18/08/2022 08:39,1,11.88,Short Mobile link creation,di,PHONE
Kitchen & Dining,"THERMOS FUNTAINER 10 Ounce Stainless Steel Vacuum Insulated Kids Food Jar with Folding Spoon, Navy",B08NCNLL3Q,18/08/2022 08:39,1,12.72,Short Mobile link creation,di,PHONE
Health & Household,Achedaway Pro 16mm Amplitude Massage Gun Deep Tissue Percussion Muscle Massager for Athletes Handheld Muscle Electric Gun - Carrying Case Included,B08HZ7Y3BQ,18/08/2022 08:22,1,299,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRSXJH2,18/08/2022 07:57,1,9.99,Influencer Page,ndi,PHONE
Home,"FiveSeasonStuff Faux Olive Branches, Olive Stems Leaves Artificial Décor, Bouquet Filler Home (2.55 ft, 6 Faux Branches)",B091751XL4,18/08/2022 07:57,1,28.98,Influencer Page,ndi,PHONE
Kitchen & Dining,"Stackable Kitchen Canisters Set, Pack of 5 Clear Glass Food Storage Jars Containers with Airtight Bamboo Lid for Candy, Cookie, Rice, Sugar, Flour, Pa",B07XNMC4L4,18/08/2022 07:52,1,31.99,Short Mobile link creation,di,PHONE
